LOCATION,Country,Indicator,Unit,Value
ESP,Spain,Voter turnout,Percentage,69
SWE,Sweden,Voter turnout,Percentage,83
CHE,Switzerland,Voter turnout,Percentage,58
TUR,Turkey,Voter turnout,Percentage,87
GBR,United Kingdom,Voter turnout,Percentage,62
USA,United States,Voter turnout,Percentage,64
BRA,Brazil,Voter turnout,Percentage,78
CHL,Chile,Voter turnout,Percentage,86
EST,Estonia,Voter turnout,Percentage,60
ISR,Israel,Voter turnout,Percentage,67
RUS,Russia,Voter turnout,Percentage,61
SVN,Slovenia,Voter turnout,Percentage,66
AUS,Australia,Voter turnout,Percentage,93
AUT,Austria,Voter turnout,Percentage,73
BEL,Belgium,Voter turnout,Percentage,88
CAN,Canada,Voter turnout,Percentage,62
CZE,Czech Republic,Voter turnout,Percentage,60
DNK,Denmark,Voter turnout,Percentage,88
FIN,Finland,Voter turnout,Percentage,68
FRA,France,Voter turnout,Percentage,75
DEU,Germany,Voter turnout,Percentage,70
GRC,Greece,Voter turnout,Percentage,63
HUN,Hungary,Voter turnout,Percentage,63
ISL,Iceland,Voter turnout,Percentage,82
IRL,Ireland,Voter turnout,Percentage,67
ITA,Italy,Voter turnout,Percentage,73
JPN,Japan,Voter turnout,Percentage,59
KOR,Korea,Voter turnout,Percentage,74
LUX,Luxembourg,Voter turnout,Percentage,90
MEX,Mexico,Voter turnout,Percentage,61
NLD,Netherlands,Voter turnout,Percentage,76
NZL,New Zealand,Voter turnout,Percentage,73
NOR,Norway,Voter turnout,Percentage,78
POL,Poland,Voter turnout,Percentage,53
PRT,Portugal,Voter turnout,Percentage,58
SVK,Slovak Republic,Voter turnout,Percentage,59
ESP,Spain,Voter turnout,Percentage,68
SWE,Sweden,Voter turnout,Percentage,87
CHE,Switzerland,Voter turnout,Percentage,42
TUR,Turkey,Voter turnout,Percentage,88
GBR,United Kingdom,Voter turnout,Percentage,69
USA,United States,Voter turnout,Percentage,69
BRA,Brazil,Voter turnout,Percentage,79
CHL,Chile,Voter turnout,Percentage,89
EST,Estonia,Voter turnout,Percentage,66
ISR,Israel,Voter turnout,Percentage,69
RUS,Russia,Voter turnout,Percentage,69
SVN,Slovenia,Voter turnout,Percentage,65
AUS,Australia,Voter turnout,Percentage,94
AUT,Austria,Voter turnout,Percentage,82
BEL,Belgium,Voter turnout,Percentage,97
CAN,Canada,Voter turnout,Percentage,63
CZE,Czech Republic,Voter turnout,Percentage,68
DNK,Denmark,Voter turnout,Percentage,90
FIN,Finland,Voter turnout,Percentage,74
FRA,France,Voter turnout,Percentage,89
DEU,Germany,Voter turnout,Percentage,81
GRC,Greece,Voter turnout,Percentage,70
HUN,Hungary,Voter turnout,Percentage,72
ISL,Iceland,Voter turnout,Percentage,84
IRL,Ireland,Voter turnout,Percentage,69
ITA,Italy,Voter turnout,Percentage,85
JPN,Japan,Voter turnout,Percentage,59
KOR,Korea,Voter turnout,Percentage,100
LUX,Luxembourg,Voter turnout,Percentage,98
MEX,Mexico,Voter turnout,Percentage,63
NLD,Netherlands,Voter turnout,Percentage,84
NZL,New Zealand,Voter turnout,Percentage,81
NOR,Norway,Voter turnout,Percentage,85
POL,Poland,Voter turnout,Percentage,68
PRT,Portugal,Voter turnout,Percentage,63
SVK,Slovak Republic,Voter turnout,Percentage,64
ESP,Spain,Voter turnout,Percentage,76
SWE,Sweden,Voter turnout,Percentage,89
CHE,Switzerland,Voter turnout,Percentage,61
TUR,Turkey,Voter turnout,Percentage,89
GBR,United Kingdom,Voter turnout,Percentage,73
USA,United States,Voter turnout,Percentage,75
BRA,Brazil,Voter turnout,Percentage,81
CHL,Chile,Voter turnout,Percentage,90
EST,Estonia,Voter turnout,Percentage,68
ISR,Israel,Voter turnout,Percentage,74
RUS,Russia,Voter turnout,Percentage,70
SVN,Slovenia,Voter turnout,Percentage,75
AUS,Australia,Voter turnout,Percentage,92
AUT,Austria,Voter turnout,Percentage,72
BEL,Belgium,Voter turnout,Percentage,93
CAN,Canada,Voter turnout,Percentage,60
CZE,Czech Republic,Voter turnout,Percentage,49
DNK,Denmark,Voter turnout,Percentage,86
FIN,Finland,Voter turnout,Percentage,61
FRA,France,Voter turnout,Percentage,79
DEU,Germany,Voter turnout,Percentage,59
GRC,Greece,Voter turnout,Percentage,57
HUN,Hungary,Voter turnout,Percentage,53
ISL,Iceland,Voter turnout,Percentage,74
IRL,Ireland,Voter turnout,Percentage,67
ITA,Italy,Voter turnout,Percentage,73
JPN,Japan,Voter turnout,Percentage,59
KOR,Korea,Voter turnout,Percentage,71
LUX,Luxembourg,Voter turnout,Percentage,94
MEX,Mexico,Voter turnout,Percentage,61
NLD,Netherlands,Voter turnout,Percentage,65
NZL,New Zealand,Voter turnout,Percentage,75
NOR,Norway,Voter turnout,Percentage,72
POL,Poland,Voter turnout,Percentage,43
PRT,Portugal,Voter turnout,Percentage,56
SVK,Slovak Republic,Voter turnout,Percentage,60
ESP,Spain,Voter turnout,Percentage,66
SWE,Sweden,Voter turnout,Percentage,83
CHE,Switzerland,Voter turnout,Percentage,43
TUR,Turkey,Voter turnout,Percentage,84
GBR,United Kingdom,Voter turnout,Percentage,50
USA,United States,Voter turnout,Percentage,53
BRA,Brazil,Voter turnout,Percentage,80
CHL,Chile,Voter turnout,Percentage,92
EST,Estonia,Voter turnout,Percentage,56
ISR,Israel,Voter turnout,Percentage,66
RUS,Russia,Voter turnout,Percentage,66
SVN,Slovenia,Voter turnout,Percentage,62
AUS,Australia,Life expectancy,Years,82
AUT,Austria,Life expectancy,Years,81.1
BEL,Belgium,Life expectancy,Years,80.5
CAN,Canada,Life expectancy,Years,81
CZE,Czech Republic,Life expectancy,Years,78
DNK,Denmark,Life expectancy,Years,79.9
FIN,Finland,Life expectancy,Years,80.6
FRA,France,Life expectancy,Years,82.2
DEU,Germany,Life expectancy,Years,80.8
GRC,Greece,Life expectancy,Years,80.8
HUN,Hungary,Life expectancy,Years,75
ISL,Iceland,Life expectancy,Years,82.4
IRL,Ireland,Life expectancy,Years,80.6
ITA,Italy,Life expectancy,Years,82.7
JPN,Japan,Life expectancy,Years,82.7
KOR,Korea,Life expectancy,Years,81.1
LUX,Luxembourg,Life expectancy,Years,81.1
MEX,Mexico,Life expectancy,Years,74.4
NLD,Netherlands,Life expectancy,Years,81.3
NZL,New Zealand,Life expectancy,Years,81.2
NOR,Norway,Life expectancy,Years,81.4
POL,Poland,Life expectancy,Years,76.9
PRT,Portugal,Life expectancy,Years,80.8
SVK,Slovak Republic,Life expectancy,Years,76.1
ESP,Spain,Life expectancy,Years,82.4
SWE,Sweden,Life expectancy,Years,81.9
CHE,Switzerland,Life expectancy,Years,82.8
TUR,Turkey,Life expectancy,Years,74.6
GBR,United Kingdom,Life expectancy,Years,81.1
USA,United States,Life expectancy,Years,78.7
BRA,Brazil,Life expectancy,Years,73.4
CHL,Chile,Life expectancy,Years,78.3
EST,Estonia,Life expectancy,Years,76.3
ISR,Israel,Life expectancy,Years,81.8
RUS,Russia,Life expectancy,Years,69
SVN,Slovenia,Life expectancy,Years,80.1
AUS,Australia,Life expectancy,Years,79.7
AUT,Austria,Life expectancy,Years,78.3
BEL,Belgium,Life expectancy,Years,77.8
CAN,Canada,Life expectancy,Years,78.7
CZE,Czech Republic,Life expectancy,Years,74.8
DNK,Denmark,Life expectancy,Years,77.8
FIN,Finland,Life expectancy,Years,77.3
FRA,France,Life expectancy,Years,78.7
DEU,Germany,Life expectancy,Years,78.4
GRC,Greece,Life expectancy,Years,78.5
HUN,Hungary,Life expectancy,Years,71.2
ISL,Iceland,Life expectancy,Years,80.7
IRL,Ireland,Life expectancy,Years,78.3
ITA,Italy,Life expectancy,Years,80.1
JPN,Japan,Life expectancy,Years,79.4
KOR,Korea,Life expectancy,Years,77.7
LUX,Luxembourg,Life expectancy,Years,78.5
MEX,Mexico,Life expectancy,Years,71.4
NLD,Netherlands,Life expectancy,Years,79.4
NZL,New Zealand,Life expectancy,Years,79.4
NOR,Norway,Life expectancy,Years,79.1
POL,Poland,Life expectancy,Years,72.6
PRT,Portugal,Life expectancy,Years,77.6
SVK,Slovak Republic,Life expectancy,Years,72.3
ESP,Spain,Life expectancy,Years,79.4
SWE,Sweden,Life expectancy,Years,79.9
CHE,Switzerland,Life expectancy,Years,80.5
TUR,Turkey,Life expectancy,Years,72
GBR,United Kingdom,Life expectancy,Years,79.1
USA,United States,Life expectancy,Years,76.3
BRA,Brazil,Life expectancy,Years,70.1
CHL,Chile,Life expectancy,Years,75.7
EST,Estonia,Life expectancy,Years,71.2
ISR,Israel,Life expectancy,Years,79.9
RUS,Russia,Life expectancy,Years,63.2
SVN,Slovenia,Life expectancy,Years,76.8
AUS,Australia,Life expectancy,Years,84.2
AUT,Austria,Life expectancy,Years,83.9
BEL,Belgium,Life expectancy,Years,83.2
CAN,Canada,Life expectancy,Years,83.3
CZE,Czech Republic,Life expectancy,Years,81.1
DNK,Denmark,Life expectancy,Years,81.9
FIN,Finland,Life expectancy,Years,83.8
FRA,France,Life expectancy,Years,85.7
DEU,Germany,Life expectancy,Years,83.2
GRC,Greece,Life expectancy,Years,83.1
HUN,Hungary,Life expectancy,Years,78.7
ISL,Iceland,Life expectancy,Years,84.1
IRL,Ireland,Life expectancy,Years,82.8
ITA,Italy,Life expectancy,Years,85.3
JPN,Japan,Life expectancy,Years,85.9
KOR,Korea,Life expectancy,Years,84.5
LUX,Luxembourg,Life expectancy,Years,83.6
MEX,Mexico,Life expectancy,Years,77.3
NLD,Netherlands,Life expectancy,Years,83.1
NZL,New Zealand,Life expectancy,Years,83
NOR,Norway,Life expectancy,Years,83.6
POL,Poland,Life expectancy,Years,81.1
PRT,Portugal,Life expectancy,Years,84
SVK,Slovak Republic,Life expectancy,Years,79.8
ESP,Spain,Life expectancy,Years,85.4
SWE,Sweden,Life expectancy,Years,83.8
CHE,Switzerland,Life expectancy,Years,85
TUR,Turkey,Life expectancy,Years,77.2
GBR,United Kingdom,Life expectancy,Years,83.1
USA,United States,Life expectancy,Years,81.1
BRA,Brazil,Life expectancy,Years,77
CHL,Chile,Life expectancy,Years,81
EST,Estonia,Life expectancy,Years,81.3
ISR,Israel,Life expectancy,Years,83.6
RUS,Russia,Life expectancy,Years,75.1
SVN,Slovenia,Life expectancy,Years,83.3
AUS,Australia,Self-reported health,Percentage,85
AUT,Austria,Self-reported health,Percentage,69
BEL,Belgium,Self-reported health,Percentage,74
CAN,Canada,Self-reported health,Percentage,88
CZE,Czech Republic,Self-reported health,Percentage,60
DNK,Denmark,Self-reported health,Percentage,71
FIN,Finland,Self-reported health,Percentage,69
FRA,France,Self-reported health,Percentage,68
DEU,Germany,Self-reported health,Percentage,65
GRC,Greece,Self-reported health,Percentage,76
HUN,Hungary,Self-reported health,Percentage,56
ISL,Iceland,Self-reported health,Percentage,78
IRL,Ireland,Self-reported health,Percentage,83
ITA,Italy,Self-reported health,Percentage,65
JPN,Japan,Self-reported health,Percentage,30
KOR,Korea,Self-reported health,Percentage,37
LUX,Luxembourg,Self-reported health,Percentage,73
MEX,Mexico,Self-reported health,Percentage,66
NLD,Netherlands,Self-reported health,Percentage,76
NZL,New Zealand,Self-reported health,Percentage,89
NOR,Norway,Self-reported health,Percentage,73
POL,Poland,Self-reported health,Percentage,58
PRT,Portugal,Self-reported health,Percentage,50
SVK,Slovak Republic,Self-reported health,Percentage,63
ESP,Spain,Self-reported health,Percentage,75
SWE,Sweden,Self-reported health,Percentage,80
CHE,Switzerland,Self-reported health,Percentage,81
TUR,Turkey,Self-reported health,Percentage,67
GBR,United Kingdom,Self-reported health,Percentage,78
USA,United States,Self-reported health,Percentage,90
BRA,Brazil,Self-reported health,Percentage,69
CHL,Chile,Self-reported health,Percentage,59
EST,Estonia,Self-reported health,Percentage,52
ISR,Israel,Self-reported health,Percentage,82
RUS,Russia,Self-reported health,Percentage,37
SVN,Slovenia,Self-reported health,Percentage,61
AUS,Australia,Self-reported health,Percentage,85
AUT,Austria,Self-reported health,Percentage,71
BEL,Belgium,Self-reported health,Percentage,76
CAN,Canada,Self-reported health,Percentage,89
CZE,Czech Republic,Self-reported health,Percentage,63
DNK,Denmark,Self-reported health,Percentage,73
FIN,Finland,Self-reported health,Percentage,71
FRA,France,Self-reported health,Percentage,71
DEU,Germany,Self-reported health,Percentage,66
GRC,Greece,Self-reported health,Percentage,79
HUN,Hungary,Self-reported health,Percentage,60
ISL,Iceland,Self-reported health,Percentage,79
IRL,Ireland,Self-reported health,Percentage,84
ITA,Italy,Self-reported health,Percentage,68
JPN,Japan,Self-reported health,Percentage,32
KOR,Korea,Self-reported health,Percentage,40
LUX,Luxembourg,Self-reported health,Percentage,75
MEX,Mexico,Self-reported health,Percentage,67
NLD,Netherlands,Self-reported health,Percentage,80
NZL,New Zealand,Self-reported health,Percentage,90
NOR,Norway,Self-reported health,Percentage,75
POL,Poland,Self-reported health,Percentage,61
PRT,Portugal,Self-reported health,Percentage,55
SVK,Slovak Republic,Self-reported health,Percentage,68
ESP,Spain,Self-reported health,Percentage,78
SWE,Sweden,Self-reported health,Percentage,82
CHE,Switzerland,Self-reported health,Percentage,84
TUR,Turkey,Self-reported health,Percentage,72
GBR,United Kingdom,Self-reported health,Percentage,79
USA,United States,Self-reported health,Percentage,90
BRA,Brazil,Self-reported health,Percentage,72
CHL,Chile,Self-reported health,Percentage,67
EST,Estonia,Self-reported health,Percentage,55
ISR,Israel,Self-reported health,Percentage,84
RUS,Russia,Self-reported health,Percentage,45
SVN,Slovenia,Self-reported health,Percentage,64
AUS,Australia,Self-reported health,Percentage,85
AUT,Austria,Self-reported health,Percentage,68
BEL,Belgium,Self-reported health,Percentage,72
CAN,Canada,Self-reported health,Percentage,88
CZE,Czech Republic,Self-reported health,Percentage,57
DNK,Denmark,Self-reported health,Percentage,69
FIN,Finland,Self-reported health,Percentage,68
FRA,France,Self-reported health,Percentage,64
DEU,Germany,Self-reported health,Percentage,63
GRC,Greece,Self-reported health,Percentage,74
HUN,Hungary,Self-reported health,Percentage,53
ISL,Iceland,Self-reported health,Percentage,76
IRL,Ireland,Self-reported health,Percentage,83
ITA,Italy,Self-reported health,Percentage,62
JPN,Japan,Self-reported health,Percentage,29
KOR,Korea,Self-reported health,Percentage,34
LUX,Luxembourg,Self-reported health,Percentage,70
MEX,Mexico,Self-reported health,Percentage,64
NLD,Netherlands,Self-reported health,Percentage,74
NZL,New Zealand,Self-reported health,Percentage,89
NOR,Norway,Self-reported health,Percentage,71
POL,Poland,Self-reported health,Percentage,55
PRT,Portugal,Self-reported health,Percentage,45
SVK,Slovak Republic,Self-reported health,Percentage,59
ESP,Spain,Self-reported health,Percentage,72
SWE,Sweden,Self-reported health,Percentage,78
CHE,Switzerland,Self-reported health,Percentage,79
TUR,Turkey,Self-reported health,Percentage,62
GBR,United Kingdom,Self-reported health,Percentage,77
USA,United States,Self-reported health,Percentage,89
BRA,Brazil,Self-reported health,Percentage,66
CHL,Chile,Self-reported health,Percentage,51
EST,Estonia,Self-reported health,Percentage,50
ISR,Israel,Self-reported health,Percentage,80
RUS,Russia,Self-reported health,Percentage,33
SVN,Slovenia,Self-reported health,Percentage,58
AUS,Australia,Self-reported health,Percentage,93
AUT,Austria,Self-reported health,Percentage,82
BEL,Belgium,Self-reported health,Percentage,87
CAN,Canada,Self-reported health,Percentage,95
CZE,Czech Republic,Self-reported health,Percentage,75
DNK,Denmark,Self-reported health,Percentage,81
FIN,Finland,Self-reported health,Percentage,81
FRA,France,Self-reported health,Percentage,74
DEU,Germany,Self-reported health,Percentage,77
GRC,Greece,Self-reported health,Percentage,87
HUN,Hungary,Self-reported health,Percentage,69
ISL,Iceland,Self-reported health,Percentage,85
IRL,Ireland,Self-reported health,Percentage,94
ITA,Italy,Self-reported health,Percentage,75
JPN,Japan,Self-reported health,Percentage,35
KOR,Korea,Self-reported health,Percentage,44
LUX,Luxembourg,Self-reported health,Percentage,83
MEX,Mexico,Self-reported health,Percentage,78
NLD,Netherlands,Self-reported health,Percentage,87
NZL,New Zealand,Self-reported health,Percentage,95
NOR,Norway,Self-reported health,Percentage,85
POL,Poland,Self-reported health,Percentage,69
PRT,Portugal,Self-reported health,Percentage,66
SVK,Slovak Republic,Self-reported health,Percentage,75
ESP,Spain,Self-reported health,Percentage,86
SWE,Sweden,Self-reported health,Percentage,89
CHE,Switzerland,Self-reported health,Percentage,90
TUR,Turkey,Self-reported health,Percentage,75
GBR,United Kingdom,Self-reported health,Percentage,88
USA,United States,Self-reported health,Percentage,96
BRA,Brazil,Self-reported health,Percentage,82
CHL,Chile,Self-reported health,Percentage,77
EST,Estonia,Self-reported health,Percentage,75
ISR,Israel,Self-reported health,Percentage,96
RUS,Russia,Self-reported health,Percentage,47
SVN,Slovenia,Self-reported health,Percentage,75
AUS,Australia,Self-reported health,Percentage,75
AUT,Austria,Self-reported health,Percentage,55
BEL,Belgium,Self-reported health,Percentage,58
CAN,Canada,Self-reported health,Percentage,79
CZE,Czech Republic,Self-reported health,Percentage,49
DNK,Denmark,Self-reported health,Percentage,68
FIN,Finland,Self-reported health,Percentage,55
FRA,France,Self-reported health,Percentage,61
DEU,Germany,Self-reported health,Percentage,52
GRC,Greece,Self-reported health,Percentage,70
HUN,Hungary,Self-reported health,Percentage,52
ISL,Iceland,Self-reported health,Percentage,74
IRL,Ireland,Self-reported health,Percentage,79
ITA,Italy,Self-reported health,Percentage,60
JPN,Japan,Self-reported health,Percentage,24
KOR,Korea,Self-reported health,Percentage,31
LUX,Luxembourg,Self-reported health,Percentage,64
MEX,Mexico,Self-reported health,Percentage,57
NLD,Netherlands,Self-reported health,Percentage,67
NZL,New Zealand,Self-reported health,Percentage,92
NOR,Norway,Self-reported health,Percentage,66
POL,Poland,Self-reported health,Percentage,52
PRT,Portugal,Self-reported health,Percentage,40
SVK,Slovak Republic,Self-reported health,Percentage,60
ESP,Spain,Self-reported health,Percentage,71
SWE,Sweden,Self-reported health,Percentage,68
CHE,Switzerland,Self-reported health,Percentage,70
TUR,Turkey,Self-reported health,Percentage,61
GBR,United Kingdom,Self-reported health,Percentage,69
USA,United States,Self-reported health,Percentage,74
BRA,Brazil,Self-reported health,Percentage,61
CHL,Chile,Self-reported health,Percentage,54
EST,Estonia,Self-reported health,Percentage,39
ISR,Israel,Self-reported health,Percentage,88
RUS,Russia,Self-reported health,Percentage,30
SVN,Slovenia,Self-reported health,Percentage,46
AUS,Australia,Life satisfaction,Average score,7.4
AUT,Austria,Life satisfaction,Average score,7.5
BEL,Belgium,Life satisfaction,Average score,7.1
CAN,Canada,Life satisfaction,Average score,7.6
CZE,Czech Republic,Life satisfaction,Average score,6.7
DNK,Denmark,Life satisfaction,Average score,7.6
FIN,Finland,Life satisfaction,Average score,7.4
FRA,France,Life satisfaction,Average score,6.7
DEU,Germany,Life satisfaction,Average score,7
GRC,Greece,Life satisfaction,Average score,4.7
HUN,Hungary,Life satisfaction,Average score,4.9
ISL,Iceland,Life satisfaction,Average score,7.5
IRL,Ireland,Life satisfaction,Average score,6.8
ITA,Italy,Life satisfaction,Average score,6
JPN,Japan,Life satisfaction,Average score,6
KOR,Korea,Life satisfaction,Average score,6
LUX,Luxembourg,Life satisfaction,Average score,7.1
MEX,Mexico,Life satisfaction,Average score,7.4
NLD,Netherlands,Life satisfaction,Average score,7.4
NZL,New Zealand,Life satisfaction,Average score,7.3
NOR,Norway,Life satisfaction,Average score,7.7
POL,Poland,Life satisfaction,Average score,5.7
PRT,Portugal,Life satisfaction,Average score,5.2
SVK,Slovak Republic,Life satisfaction,Average score,5.9
ESP,Spain,Life satisfaction,Average score,6.2
SWE,Sweden,Life satisfaction,Average score,7.4
CHE,Switzerland,Life satisfaction,Average score,7.8
TUR,Turkey,Life satisfaction,Average score,4.9
GBR,United Kingdom,Life satisfaction,Average score,6.9
USA,United States,Life satisfaction,Average score,7
BRA,Brazil,Life satisfaction,Average score,7.2
CHL,Chile,Life satisfaction,Average score,6.6
EST,Estonia,Life satisfaction,Average score,5.4
ISR,Israel,Life satisfaction,Average score,7.1
RUS,Russia,Life satisfaction,Average score,5.5
SVN,Slovenia,Life satisfaction,Average score,6
AUS,Australia,Life satisfaction,Average score,7.2
AUT,Austria,Life satisfaction,Average score,7.4
BEL,Belgium,Life satisfaction,Average score,7.1
CAN,Canada,Life satisfaction,Average score,7.6
CZE,Czech Republic,Life satisfaction,Average score,6.7
DNK,Denmark,Life satisfaction,Average score,7.6
FIN,Finland,Life satisfaction,Average score,7.4
FRA,France,Life satisfaction,Average score,6.6
DEU,Germany,Life satisfaction,Average score,6.9
GRC,Greece,Life satisfaction,Average score,4.6
HUN,Hungary,Life satisfaction,Average score,5.1
ISL,Iceland,Life satisfaction,Average score,7.4
IRL,Ireland,Life satisfaction,Average score,6.7
ITA,Italy,Life satisfaction,Average score,6.2
JPN,Japan,Life satisfaction,Average score,5.8
KOR,Korea,Life satisfaction,Average score,5.8
LUX,Luxembourg,Life satisfaction,Average score,7.2
MEX,Mexico,Life satisfaction,Average score,7.5
NLD,Netherlands,Life satisfaction,Average score,7.4
NZL,New Zealand,Life satisfaction,Average score,7.3
NOR,Norway,Life satisfaction,Average score,7.6
POL,Poland,Life satisfaction,Average score,5.6
PRT,Portugal,Life satisfaction,Average score,5.1
SVK,Slovak Republic,Life satisfaction,Average score,6.1
ESP,Spain,Life satisfaction,Average score,6
SWE,Sweden,Life satisfaction,Average score,7.1
CHE,Switzerland,Life satisfaction,Average score,7.7
TUR,Turkey,Life satisfaction,Average score,4.7
GBR,United Kingdom,Life satisfaction,Average score,6.9
USA,United States,Life satisfaction,Average score,6.9
BRA,Brazil,Life satisfaction,Average score,7.2
CHL,Chile,Life satisfaction,Average score,6.7
EST,Estonia,Life satisfaction,Average score,5.4
ISR,Israel,Life satisfaction,Average score,7.2
RUS,Russia,Life satisfaction,Average score,5.6
SVN,Slovenia,Life satisfaction,Average score,6.1
AUS,Australia,Life satisfaction,Average score,7.5
AUT,Austria,Life satisfaction,Average score,7.6
BEL,Belgium,Life satisfaction,Average score,7.1
CAN,Canada,Life satisfaction,Average score,7.6
CZE,Czech Republic,Life satisfaction,Average score,6.7
DNK,Denmark,Life satisfaction,Average score,7.6
FIN,Finland,Life satisfaction,Average score,7.5
FRA,France,Life satisfaction,Average score,6.7
DEU,Germany,Life satisfaction,Average score,7.1
GRC,Greece,Life satisfaction,Average score,4.8
HUN,Hungary,Life satisfaction,Average score,4.8
ISL,Iceland,Life satisfaction,Average score,7.6
IRL,Ireland,Life satisfaction,Average score,6.8
ITA,Italy,Life satisfaction,Average score,5.9
JPN,Japan,Life satisfaction,Average score,6.2
KOR,Korea,Life satisfaction,Average score,6.2
LUX,Luxembourg,Life satisfaction,Average score,7.1
MEX,Mexico,Life satisfaction,Average score,7.4
NLD,Netherlands,Life satisfaction,Average score,7.4
NZL,New Zealand,Life satisfaction,Average score,7.3
NOR,Norway,Life satisfaction,Average score,7.7
POL,Poland,Life satisfaction,Average score,5.9
PRT,Portugal,Life satisfaction,Average score,5.2
SVK,Slovak Republic,Life satisfaction,Average score,5.8
ESP,Spain,Life satisfaction,Average score,6.3
SWE,Sweden,Life satisfaction,Average score,7.7
CHE,Switzerland,Life satisfaction,Average score,7.8
TUR,Turkey,Life satisfaction,Average score,5.1
GBR,United Kingdom,Life satisfaction,Average score,6.9
USA,United States,Life satisfaction,Average score,7.2
BRA,Brazil,Life satisfaction,Average score,7.2
CHL,Chile,Life satisfaction,Average score,6.6
EST,Estonia,Life satisfaction,Average score,5.4
ISR,Israel,Life satisfaction,Average score,7
RUS,Russia,Life satisfaction,Average score,5.5
SVN,Slovenia,Life satisfaction,Average score,5.9
AUS,Australia,Life satisfaction,Average score,7.5
AUT,Austria,Life satisfaction,Average score,7.9
BEL,Belgium,Life satisfaction,Average score,7.4
CAN,Canada,Life satisfaction,Average score,7.7
CZE,Czech Republic,Life satisfaction,Average score,7.5
DNK,Denmark,Life satisfaction,Average score,7.6
FIN,Finland,Life satisfaction,Average score,7.7
FRA,France,Life satisfaction,Average score,7.2
DEU,Germany,Life satisfaction,Average score,7.4
GRC,Greece,Life satisfaction,Average score,5.8
HUN,Hungary,Life satisfaction,Average score,6.1
ISL,Iceland,Life satisfaction,Average score,7.8
IRL,Ireland,Life satisfaction,Average score,7
ITA,Italy,Life satisfaction,Average score,6.4
JPN,Japan,Life satisfaction,Average score,6.5
KOR,Korea,Life satisfaction,Average score,6.5
LUX,Luxembourg,Life satisfaction,Average score,7.5
MEX,Mexico,Life satisfaction,Average score,8
NLD,Netherlands,Life satisfaction,Average score,7.7
NZL,New Zealand,Life satisfaction,Average score,7.6
NOR,Norway,Life satisfaction,Average score,7.8
POL,Poland,Life satisfaction,Average score,6.7
PRT,Portugal,Life satisfaction,Average score,6.3
SVK,Slovak Republic,Life satisfaction,Average score,6.8
ESP,Spain,Life satisfaction,Average score,7
SWE,Sweden,Life satisfaction,Average score,7.7
CHE,Switzerland,Life satisfaction,Average score,8
TUR,Turkey,Life satisfaction,Average score,5.8
GBR,United Kingdom,Life satisfaction,Average score,7.2
USA,United States,Life satisfaction,Average score,7.4
BRA,Brazil,Life satisfaction,Average score,7.1
CHL,Chile,Life satisfaction,Average score,7.3
EST,Estonia,Life satisfaction,Average score,6
ISR,Israel,Life satisfaction,Average score,7.4
RUS,Russia,Life satisfaction,Average score,6.1
SVN,Slovenia,Life satisfaction,Average score,7
AUS,Australia,Life satisfaction,Average score,6.9
AUT,Austria,Life satisfaction,Average score,6.5
BEL,Belgium,Life satisfaction,Average score,6.8
CAN,Canada,Life satisfaction,Average score,7.4
CZE,Czech Republic,Life satisfaction,Average score,6.9
DNK,Denmark,Life satisfaction,Average score,7.8
FIN,Finland,Life satisfaction,Average score,7.3
FRA,France,Life satisfaction,Average score,6.1
DEU,Germany,Life satisfaction,Average score,6.3
GRC,Greece,Life satisfaction,Average score,4
HUN,Hungary,Life satisfaction,Average score,4.5
ISL,Iceland,Life satisfaction,Average score,7.4
IRL,Ireland,Life satisfaction,Average score,6.4
ITA,Italy,Life satisfaction,Average score,5.7
JPN,Japan,Life satisfaction,Average score,5.6
KOR,Korea,Life satisfaction,Average score,4.6
LUX,Luxembourg,Life satisfaction,Average score,6.6
MEX,Mexico,Life satisfaction,Average score,7
NLD,Netherlands,Life satisfaction,Average score,6.8
NZL,New Zealand,Life satisfaction,Average score,7.6
NOR,Norway,Life satisfaction,Average score,7.5
POL,Poland,Life satisfaction,Average score,5.5
PRT,Portugal,Life satisfaction,Average score,4.5
SVK,Slovak Republic,Life satisfaction,Average score,5.7
ESP,Spain,Life satisfaction,Average score,5.8
SWE,Sweden,Life satisfaction,Average score,7.2
CHE,Switzerland,Life satisfaction,Average score,7.4
TUR,Turkey,Life satisfaction,Average score,4.4
GBR,United Kingdom,Life satisfaction,Average score,6.8
USA,United States,Life satisfaction,Average score,6.1
BRA,Brazil,Life satisfaction,Average score,7.1
CHL,Chile,Life satisfaction,Average score,6
EST,Estonia,Life satisfaction,Average score,5.3
ISR,Israel,Life satisfaction,Average score,6.3
RUS,Russia,Life satisfaction,Average score,5
SVN,Slovenia,Life satisfaction,Average score,5.5
AUS,Australia,Assault rate,Percentage,2.1
AUT,Austria,Assault rate,Percentage,3.4
BEL,Belgium,Assault rate,Percentage,6.6
CAN,Canada,Assault rate,Percentage,1.3
CZE,Czech Republic,Assault rate,Percentage,2.8
DNK,Denmark,Assault rate,Percentage,3.9
FIN,Finland,Assault rate,Percentage,2.4
FRA,France,Assault rate,Percentage,5
DEU,Germany,Assault rate,Percentage,3.6
GRC,Greece,Assault rate,Percentage,3.7
HUN,Hungary,Assault rate,Percentage,3.6
ISL,Iceland,Assault rate,Percentage,2.7
IRL,Ireland,Assault rate,Percentage,2.6
