LOCATION,Country,Indicator,TIME,Value
BRA,Brazil,Life expectancy,2013,70.1
CHL,Chile,Life expectancy,2013,75.7
EST,Estonia,Life expectancy,2013,71.2
ISR,Israel,Life expectancy,2013,79.9
RUS,Russia,Life expectancy,2013,64
SVN,Slovenia,Life expectancy,2013,76.8
AUS,Australia,Life expectancy,2013,84.2
AUT,Austria,Life expectancy,2013,83.9
BEL,Belgium,Life expectancy,2013,83.2
CAN,Canada,Life expectancy,2013,83.3
CZE,Czech Republic,Life expectancy,2013,81.1
DNK,Denmark,Life expectancy,2013,81.9
FIN,Finland,Life expectancy,2013,83.8
FRA,France,Life expectancy,2013,85.7
DEU,Germany,Life expectancy,2013,83.2
GRC,Greece,Life expectancy,2013,83.1
HUN,Hungary,Life expectancy,2013,78.7
ISL,Iceland,Life expectancy,2013,84.1
IRL,Ireland,Life expectancy,2013,82.8
ITA,Italy,Life expectancy,2013,85.3
JPN,Japan,Life expectancy,2013,85.9
KOR,Korea,Life expectancy,2013,84.5
LUX,Luxembourg,Life expectancy,2013,83.6
MEX,Mexico,Life expectancy,2013,77.2
NLD,Netherlands,Life expectancy,2013,83.1
NZL,New Zealand,Life expectancy,2013,83
NOR,Norway,Life expectancy,2013,83.6
POL,Poland,Life expectancy,2013,81.1
PRT,Portugal,Life expectancy,2013,84
SVK,Slovak Republic,Life expectancy,2013,79.8
ESP,Spain,Life expectancy,2013,85.4
SWE,Sweden,Life expectancy,2013,83.8
CHE,Switzerland,Life expectancy,2013,85
TUR,Turkey,Life expectancy,2013,77.1
GBR,United Kingdom,Life expectancy,2013,83.1
USA,United States,Life expectancy,2013,81.1
OTO,OECD - Total,Life expectancy,2013,82.5
BRA,Brazil,Life expectancy,2013,77
CHL,Chile,Life expectancy,2013,81
EST,Estonia,Life expectancy,2013,81.3
ISR,Israel,Life expectancy,2013,83.6
RUS,Russia,Life expectancy,2013,75.6
SVN,Slovenia,Life expectancy,2013,83.3
AUS,Australia,Self-reported health,2013,85
AUT,Austria,Self-reported health,2013,69
BEL,Belgium,Self-reported health,2013,73
CAN,Canada,Self-reported health,2013,88
CZE,Czech Republic,Self-reported health,2013,59
DNK,Denmark,Self-reported health,2013,70
FIN,Finland,Self-reported health,2013,69
FRA,France,Self-reported health,2013,67
DEU,Germany,Self-reported health,2013,64
GRC,Greece,Self-reported health,2013,76
HUN,Hungary,Self-reported health,2013,55
ISL,Iceland,Self-reported health,2013,77
IRL,Ireland,Self-reported health,2013,83
ITA,Italy,Self-reported health,2013,64
JPN,Japan,Self-reported health,2013,30
KOR,Korea,Self-reported health,2013,37
LUX,Luxembourg,Self-reported health,2013,72
MEX,Mexico,Self-reported health,2013,66
NLD,Netherlands,Self-reported health,2013,76
NZL,New Zealand,Self-reported health,2013,89
NOR,Norway,Self-reported health,2013,73
POL,Poland,Self-reported health,2013,57
PRT,Portugal,Self-reported health,2013,49
SVK,Slovak Republic,Self-reported health,2013,62
ESP,Spain,Self-reported health,2013,75
SWE,Sweden,Self-reported health,2013,80
CHE,Switzerland,Self-reported health,2013,81
TUR,Turkey,Self-reported health,2013,67
GBR,United Kingdom,Self-reported health,2013,77
USA,United States,Self-reported health,2013,90
OTO,OECD - Total,Self-reported health,2013,69
BRA,Brazil,Self-reported health,2013,69
CHL,Chile,Self-reported health,2013,59
EST,Estonia,Self-reported health,2013,51
ISR,Israel,Self-reported health,2013,82
RUS,Russia,Self-reported health,2013,37
SVN,Slovenia,Self-reported health,2013,60
AUS,Australia,Self-reported health,2013,84
AUT,Austria,Self-reported health,2013,71
BEL,Belgium,Self-reported health,2013,75
CAN,Canada,Self-reported health,2013,89
CZE,Czech Republic,Self-reported health,2013,62
DNK,Denmark,Self-reported health,2013,72
FIN,Finland,Self-reported health,2013,70
FRA,France,Self-reported health,2013,71
DEU,Germany,Self-reported health,2013,66
GRC,Greece,Self-reported health,2013,79
HUN,Hungary,Self-reported health,2013,59
ISL,Iceland,Self-reported health,2013,79
IRL,Ireland,Self-reported health,2013,83
ITA,Italy,Self-reported health,2013,68
JPN,Japan,Self-reported health,2013,32
KOR,Korea,Self-reported health,2013,40
LUX,Luxembourg,Self-reported health,2013,75
MEX,Mexico,Self-reported health,2013,67
NLD,Netherlands,Self-reported health,2013,79
NZL,New Zealand,Self-reported health,2013,90
NOR,Norway,Self-reported health,2013,75
POL,Poland,Self-reported health,2013,60
PRT,Portugal,Self-reported health,2013,55
SVK,Slovak Republic,Self-reported health,2013,67
ESP,Spain,Self-reported health,2013,78
SWE,Sweden,Self-reported health,2013,82
CHE,Switzerland,Self-reported health,2013,84
TUR,Turkey,Self-reported health,2013,72
GBR,United Kingdom,Self-reported health,2013,78
USA,United States,Self-reported health,2013,90
OTO,OECD - Total,Self-reported health,2013,71
BRA,Brazil,Self-reported health,2013,72
CHL,Chile,Self-reported health,2013,67
EST,Estonia,Self-reported health,2013,54
ISR,Israel,Self-reported health,2013,84
RUS,Russia,Self-reported health,2013,45
SVN,Slovenia,Self-reported health,2013,63
AUS,Australia,Self-reported health,2013,85
AUT,Austria,Self-reported health,2013,67
BEL,Belgium,Self-reported health,2013,71
CAN,Canada,Self-reported health,2013,88
CZE,Czech Republic,Self-reported health,2013,57
DNK,Denmark,Self-reported health,2013,69
FIN,Finland,Self-reported health,2013,67
FRA,France,Self-reported health,2013,64
DEU,Germany,Self-reported health,2013,63
GRC,Greece,Self-reported health,2013,74
HUN,Hungary,Self-reported health,2013,52
ISL,Iceland,Self-reported health,2013,76
IRL,Ireland,Self-reported health,2013,82
ITA,Italy,Self-reported health,2013,61
JPN,Japan,Self-reported health,2013,29
KOR,Korea,Self-reported health,2013,34
LUX,Luxembourg,Self-reported health,2013,70
MEX,Mexico,Self-reported health,2013,64
NLD,Netherlands,Self-reported health,2013,73
NZL,New Zealand,Self-reported health,2013,89
NOR,Norway,Self-reported health,2013,71
POL,Poland,Self-reported health,2013,54
PRT,Portugal,Self-reported health,2013,44
SVK,Slovak Republic,Self-reported health,2013,58
ESP,Spain,Self-reported health,2013,72
SWE,Sweden,Self-reported health,2013,78
CHE,Switzerland,Self-reported health,2013,78
TUR,Turkey,Self-reported health,2013,62
GBR,United Kingdom,Self-reported health,2013,76
USA,United States,Self-reported health,2013,89
OTO,OECD - Total,Self-reported health,2013,66
BRA,Brazil,Self-reported health,2013,67
CHL,Chile,Self-reported health,2013,51
EST,Estonia,Self-reported health,2013,50
ISR,Israel,Self-reported health,2013,80
RUS,Russia,Self-reported health,2013,33
SVN,Slovenia,Self-reported health,2013,57
AUS,Australia,Self-reported health,2013,93
AUT,Austria,Self-reported health,2013,82
BEL,Belgium,Self-reported health,2013,87
CAN,Canada,Self-reported health,2013,95
CZE,Czech Republic,Self-reported health,2013,75
DNK,Denmark,Self-reported health,2013,81
FIN,Finland,Self-reported health,2013,81
FRA,France,Self-reported health,2013,73
DEU,Germany,Self-reported health,2013,77
GRC,Greece,Self-reported health,2013,87
HUN,Hungary,Self-reported health,2013,69
ISL,Iceland,Self-reported health,2013,85
IRL,Ireland,Self-reported health,2013,92
ITA,Italy,Self-reported health,2013,74
JPN,Japan,Self-reported health,2013,35
KOR,Korea,Self-reported health,2013,44
LUX,Luxembourg,Self-reported health,2013,83
MEX,Mexico,Self-reported health,2013,78
NLD,Netherlands,Self-reported health,2013,87
NZL,New Zealand,Self-reported health,2013,95
NOR,Norway,Self-reported health,2013,85
POL,Poland,Self-reported health,2013,69
PRT,Portugal,Self-reported health,2013,65
SVK,Slovak Republic,Self-reported health,2013,74
ESP,Spain,Self-reported health,2013,86
SWE,Sweden,Self-reported health,2013,89
CHE,Switzerland,Self-reported health,2013,80
TUR,Turkey,Self-reported health,2013,75
GBR,United Kingdom,Self-reported health,2013,88
USA,United States,Self-reported health,2013,96
OTO,OECD - Total,Self-reported health,2013,79
BRA,Brazil,Self-reported health,2013,81
CHL,Chile,Self-reported health,2013,69
EST,Estonia,Self-reported health,2013,75
ISR,Israel,Self-reported health,2013,96
RUS,Russia,Self-reported health,2013,47
SVN,Slovenia,Self-reported health,2013,75
AUS,Australia,Self-reported health,2013,75
AUT,Austria,Self-reported health,2013,54
BEL,Belgium,Self-reported health,2013,57
CAN,Canada,Self-reported health,2013,79
CZE,Czech Republic,Self-reported health,2013,48
DNK,Denmark,Self-reported health,2013,67
FIN,Finland,Self-reported health,2013,55
FRA,France,Self-reported health,2013,60
DEU,Germany,Self-reported health,2013,51
GRC,Greece,Self-reported health,2013,70
HUN,Hungary,Self-reported health,2013,51
ISL,Iceland,Self-reported health,2013,73
IRL,Ireland,Self-reported health,2013,78
ITA,Italy,Self-reported health,2013,59
JPN,Japan,Self-reported health,2013,24
KOR,Korea,Self-reported health,2013,31
LUX,Luxembourg,Self-reported health,2013,63
MEX,Mexico,Self-reported health,2013,57
NLD,Netherlands,Self-reported health,2013,67
NZL,New Zealand,Self-reported health,2013,92
NOR,Norway,Self-reported health,2013,65
POL,Poland,Self-reported health,2013,50
PRT,Portugal,Self-reported health,2013,39
SVK,Slovak Republic,Self-reported health,2013,58
ESP,Spain,Self-reported health,2013,70
SWE,Sweden,Self-reported health,2013,67
CHE,Switzerland,Self-reported health,2013,70
TUR,Turkey,Self-reported health,2013,61
GBR,United Kingdom,Self-reported health,2013,68
USA,United States,Self-reported health,2013,74
OTO,OECD - Total,Self-reported health,2013,61
BRA,Brazil,Self-reported health,2013,61
CHL,Chile,Self-reported health,2013,49
EST,Estonia,Self-reported health,2013,39
ISR,Israel,Self-reported health,2013,88
RUS,Russia,Self-reported health,2013,29
SVN,Slovenia,Self-reported health,2013,45
AUS,Australia,Life satisfaction,2013,7.2
AUT,Austria,Life satisfaction,2013,7.4
BEL,Belgium,Life satisfaction,2013,6.9
CAN,Canada,Life satisfaction,2013,7.4
CZE,Czech Republic,Life satisfaction,2013,6.3
DNK,Denmark,Life satisfaction,2013,7.5
FIN,Finland,Life satisfaction,2013,7.4
FRA,France,Life satisfaction,2013,6.6
DEU,Germany,Life satisfaction,2013,6.7
GRC,Greece,Life satisfaction,2013,5.1
HUN,Hungary,Life satisfaction,2013,4.7
ISL,Iceland,Life satisfaction,2013,7.6
IRL,Ireland,Life satisfaction,2013,7
ITA,Italy,Life satisfaction,2013,5.8
JPN,Japan,Life satisfaction,2013,6
KOR,Korea,Life satisfaction,2013,6
LUX,Luxembourg,Life satisfaction,2013,7
MEX,Mexico,Life satisfaction,2013,7.3
NLD,Netherlands,Life satisfaction,2013,7.5
NZL,New Zealand,Life satisfaction,2013,7.2
NOR,Norway,Life satisfaction,2013,7.7
POL,Poland,Life satisfaction,2013,5.9
PRT,Portugal,Life satisfaction,2013,5
SVK,Slovak Republic,Life satisfaction,2013,5.9
ESP,Spain,Life satisfaction,2013,6.3
SWE,Sweden,Life satisfaction,2013,7.6
CHE,Switzerland,Life satisfaction,2013,7.8
TUR,Turkey,Life satisfaction,2013,5.3
GBR,United Kingdom,Life satisfaction,2013,6.8
USA,United States,Life satisfaction,2013,7
OTO,OECD - Total,Life satisfaction,2013,6.6
BRA,Brazil,Life satisfaction,2013,6.7
CHL,Chile,Life satisfaction,2013,6.5
EST,Estonia,Life satisfaction,2013,5.4
ISR,Israel,Life satisfaction,2013,7.1
RUS,Russia,Life satisfaction,2013,5.6
SVN,Slovenia,Life satisfaction,2013,6.1
AUS,Australia,Life satisfaction,2013,7.2
AUT,Austria,Life satisfaction,2013,7.3
BEL,Belgium,Life satisfaction,2013,6.8
CAN,Canada,Life satisfaction,2013,7.3
CZE,Czech Republic,Life satisfaction,2013,6.4
DNK,Denmark,Life satisfaction,2013,7.5
FIN,Finland,Life satisfaction,2013,7.2
FRA,France,Life satisfaction,2013,6.7
DEU,Germany,Life satisfaction,2013,6.7
GRC,Greece,Life satisfaction,2013,5
HUN,Hungary,Life satisfaction,2013,4.8
ISL,Iceland,Life satisfaction,2013,7.5
IRL,Ireland,Life satisfaction,2013,6.7
ITA,Italy,Life satisfaction,2013,6
JPN,Japan,Life satisfaction,2013,5.8
KOR,Korea,Life satisfaction,2013,5.8
LUX,Luxembourg,Life satisfaction,2013,7
MEX,Mexico,Life satisfaction,2013,7.3
NLD,Netherlands,Life satisfaction,2013,7.4
NZL,New Zealand,Life satisfaction,2013,7.2
NOR,Norway,Life satisfaction,2013,7.6
POL,Poland,Life satisfaction,2013,5.7
PRT,Portugal,Life satisfaction,2013,4.9
SVK,Slovak Republic,Life satisfaction,2013,6
ESP,Spain,Life satisfaction,2013,6.2
SWE,Sweden,Life satisfaction,2013,7.5
CHE,Switzerland,Life satisfaction,2013,7.7
TUR,Turkey,Life satisfaction,2013,5.2
GBR,United Kingdom,Life satisfaction,2013,6.8
USA,United States,Life satisfaction,2013,6.9
OTO,OECD - Total,Life satisfaction,2013,6.6
BRA,Brazil,Life satisfaction,2013,6.6
CHL,Chile,Life satisfaction,2013,6.7
EST,Estonia,Life satisfaction,2013,5.2
ISR,Israel,Life satisfaction,2013,7.2
RUS,Russia,Life satisfaction,2013,5.6
SVN,Slovenia,Life satisfaction,2013,6.2
AUS,Australia,Life satisfaction,2013,7.2
AUT,Austria,Life satisfaction,2013,7.5
BEL,Belgium,Life satisfaction,2013,7
CAN,Canada,Life satisfaction,2013,7.5
CZE,Czech Republic,Life satisfaction,2013,6.3
DNK,Denmark,Life satisfaction,2013,7.5
FIN,Finland,Life satisfaction,2013,7.6
FRA,France,Life satisfaction,2013,6.6
DEU,Germany,Life satisfaction,2013,6.7
GRC,Greece,Life satisfaction,2013,5.1
HUN,Hungary,Life satisfaction,2013,4.6
ISL,Iceland,Life satisfaction,2013,7.7
IRL,Ireland,Life satisfaction,2013,7.2
ITA,Italy,Life satisfaction,2013,5.7
JPN,Japan,Life satisfaction,2013,6.2
KOR,Korea,Life satisfaction,2013,6.2
LUX,Luxembourg,Life satisfaction,2013,7
MEX,Mexico,Life satisfaction,2013,7.3
NLD,Netherlands,Life satisfaction,2013,7.5
NZL,New Zealand,Life satisfaction,2013,7.3
NOR,Norway,Life satisfaction,2013,7.7
POL,Poland,Life satisfaction,2013,6
PRT,Portugal,Life satisfaction,2013,5.1
SVK,Slovak Republic,Life satisfaction,2013,5.9
ESP,Spain,Life satisfaction,2013,6.4
SWE,Sweden,Life satisfaction,2013,7.6
CHE,Switzerland,Life satisfaction,2013,7.8
TUR,Turkey,Life satisfaction,2013,5.4
GBR,United Kingdom,Life satisfaction,2013,6.9
USA,United States,Life satisfaction,2013,7.2
OTO,OECD - Total,Life satisfaction,2013,6.7
BRA,Brazil,Life satisfaction,2013,6.7
CHL,Chile,Life satisfaction,2013,6.4
EST,Estonia,Life satisfaction,2013,5.5
ISR,Israel,Life satisfaction,2013,7
RUS,Russia,Life satisfaction,2013,5.6
SVN,Slovenia,Life satisfaction,2013,5.9
AUS,Australia,Life satisfaction,2013,7.4
AUT,Austria,Life satisfaction,2013,7.8
BEL,Belgium,Life satisfaction,2013,7.5
CAN,Canada,Life satisfaction,2013,7.7
CZE,Czech Republic,Life satisfaction,2013,6.9
DNK,Denmark,Life satisfaction,2013,7.8
FIN,Finland,Life satisfaction,2013,8
FRA,France,Life satisfaction,2013,7.2
DEU,Germany,Life satisfaction,2013,7.3
GRC,Greece,Life satisfaction,2013,5.8
HUN,Hungary,Life satisfaction,2013,5.6
ISL,Iceland,Life satisfaction,2013,7.8
IRL,Ireland,Life satisfaction,2013,7.1
ITA,Italy,Life satisfaction,2013,6.7
JPN,Japan,Life satisfaction,2013,6.5
KOR,Korea,Life satisfaction,2013,6.5
LUX,Luxembourg,Life satisfaction,2013,7.7
MEX,Mexico,Life satisfaction,2013,8
NLD,Netherlands,Life satisfaction,2013,7.7
NZL,New Zealand,Life satisfaction,2013,7.3
NOR,Norway,Life satisfaction,2013,7.8
POL,Poland,Life satisfaction,2013,6.5
PRT,Portugal,Life satisfaction,2013,6.5
SVK,Slovak Republic,Life satisfaction,2013,6.7
ESP,Spain,Life satisfaction,2013,7.1
SWE,Sweden,Life satisfaction,2013,7.6
CHE,Switzerland,Life satisfaction,2013,8
TUR,Turkey,Life satisfaction,2013,6.1
GBR,United Kingdom,Life satisfaction,2013,7.2
USA,United States,Life satisfaction,2013,7.4
OTO,OECD - Total,Life satisfaction,2013,7.1
BRA,Brazil,Life satisfaction,2013,7.1
CHL,Chile,Life satisfaction,2013,7.4
EST,Estonia,Life satisfaction,2013,5.9
ISR,Israel,Life satisfaction,2013,7.4
RUS,Russia,Life satisfaction,2013,6
SVN,Slovenia,Life satisfaction,2013,7.1
AUS,Australia,Life satisfaction,2013,7.1
AUT,Austria,Life satisfaction,2013,6.9
BEL,Belgium,Life satisfaction,2013,6.1
CAN,Canada,Life satisfaction,2013,7.5
CZE,Czech Republic,Life satisfaction,2013,6.6
DNK,Denmark,Life satisfaction,2013,7.2
FIN,Finland,Life satisfaction,2013,7
FRA,France,Life satisfaction,2013,5.9
DEU,Germany,Life satisfaction,2013,6.1
GRC,Greece,Life satisfaction,2013,4.2
HUN,Hungary,Life satisfaction,2013,4.1
ISL,Iceland,Life satisfaction,2013,7.5
IRL,Ireland,Life satisfaction,2013,7.3
ITA,Italy,Life satisfaction,2013,5.3
JPN,Japan,Life satisfaction,2013,5.6
KOR,Korea,Life satisfaction,2013,4.6
LUX,Luxembourg,Life satisfaction,2013,6.4
MEX,Mexico,Life satisfaction,2013,6.6
NLD,Netherlands,Life satisfaction,2013,6.9
NZL,New Zealand,Life satisfaction,2013,7.4
NOR,Norway,Life satisfaction,2013,7.5
POL,Poland,Life satisfaction,2013,5.8
PRT,Portugal,Life satisfaction,2013,4.1
SVK,Slovak Republic,Life satisfaction,2013,5.6
ESP,Spain,Life satisfaction,2013,5.6
SWE,Sweden,Life satisfaction,2013,7.8
CHE,Switzerland,Life satisfaction,2013,7.4
TUR,Turkey,Life satisfaction,2013,4.9
GBR,United Kingdom,Life satisfaction,2013,6.4
USA,United States,Life satisfaction,2013,6.1
OTO,OECD - Total,Life satisfaction,2013,6.2
BRA,Brazil,Life satisfaction,2013,6.3
CHL,Chile,Life satisfaction,2013,6
EST,Estonia,Life satisfaction,2013,5.2
ISR,Israel,Life satisfaction,2013,6.3
RUS,Russia,Life satisfaction,2013,5.4
SVN,Slovenia,Life satisfaction,2013,5.7
AUS,Australia,Assault rate,2013,2.1
AUT,Austria,Assault rate,2013,3
BEL,Belgium,Assault rate,2013,6.7
CAN,Canada,Assault rate,2013,1.3
CZE,Czech Republic,Assault rate,2013,3
DNK,Denmark,Assault rate,2013,3.9
FIN,Finland,Assault rate,2013,2.4
FRA,France,Assault rate,2013,5
DEU,Germany,Assault rate,2013,3.6
GRC,Greece,Assault rate,2013,3.7
HUN,Hungary,Assault rate,2013,3.6
ISL,Iceland,Assault rate,2013,2.7
IRL,Ireland,Assault rate,2013,2.6
ITA,Italy,Assault rate,2013,4.7
JPN,Japan,Assault rate,2013,1.4
KOR,Korea,Assault rate,2013,2.1
LUX,Luxembourg,Assault rate,2013,4.3
MEX,Mexico,Assault rate,2013,13.1
NLD,Netherlands,Assault rate,2013,4.9
NZL,New Zealand,Assault rate,2013,2.2
NOR,Norway,Assault rate,2013,3.3
POL,Poland,Assault rate,2013,1.8
PRT,Portugal,Assault rate,2013,5.8
SVK,Slovak Republic,Assault rate,2013,3
ESP,Spain,Assault rate,2013,4.2
SWE,Sweden,Assault rate,2013,5.1
CHE,Switzerland,Assault rate,2013,4.2
TUR,Turkey,Assault rate,2013,5.1
GBR,United Kingdom,Assault rate,2013,1.9
USA,United States,Assault rate,2013,1.5
OTO,OECD - Total,Assault rate,2013,4
BRA,Brazil,Assault rate,2013,7.9
CHL,Chile,Assault rate,2013,8.3
EST,Estonia,Assault rate,2013,5.5
ISR,Israel,Assault rate,2013,6.5
RUS,Russia,Assault rate,2013,2.8
SVN,Slovenia,Assault rate,2013,3.9
AUS,Australia,Assault rate,2013,2.5
AUT,Austria,Assault rate,2013,4.5
BEL,Belgium,Assault rate,2013,6.2
CAN,Canada,Assault rate,2013,1.3
CZE,Czech Republic,Assault rate,2013,4.1
DNK,Denmark,Assault rate,2013,4.9
FIN,Finland,Assault rate,2013,3.9
FRA,France,Assault rate,2013,5.6
DEU,Germany,Assault rate,2013,3.1
GRC,Greece,Assault rate,2013,3.6
HUN,Hungary,Assault rate,2013,3.4
ISL,Iceland,Assault rate,2013,3
IRL,Ireland,Assault rate,2013,2.1
ITA,Italy,Assault rate,2013,5.4
JPN,Japan,Assault rate,2013,1.2
KOR,Korea,Assault rate,2013,1.9
LUX,Luxembourg,Assault rate,2013,4.7
MEX,Mexico,Assault rate,2013,15.4
NLD,Netherlands,Assault rate,2013,6.5
NZL,New Zealand,Assault rate,2013,3.2
NOR,Norway,Assault rate,2013,4.3
POL,Poland,Assault rate,2013,0.9
PRT,Portugal,Assault rate,2013,5.5
SVK,Slovak Republic,Assault rate,2013,3.8
ESP,Spain,Assault rate,2013,4.1
SWE,Sweden,Assault rate,2013,4.7
CHE,Switzerland,Assault rate,2013,5.7
TUR,Turkey,Assault rate,2013,6.4
GBR,United Kingdom,Assault rate,2013,3.2
USA,United States,Assault rate,2013,1.7
OTO,OECD - Total,Assault rate,2013,4.4
BRA,Brazil,Assault rate,2013,7.5
CHL,Chile,Assault rate,2013,8.4
EST,Estonia,Assault rate,2013,5.4
ISR,Israel,Assault rate,2013,5.9
RUS,Russia,Assault rate,2013,3.5
SVN,Slovenia,Assault rate,2013,3.2
AUS,Australia,Assault rate,2013,1.7
AUT,Austria,Assault rate,2013,1.7
BEL,Belgium,Assault rate,2013,7
CAN,Canada,Assault rate,2013,1.3
CZE,Czech Republic,Assault rate,2013,1.9
DNK,Denmark,Assault rate,2013,3.1
FIN,Finland,Assault rate,2013,0.9
FRA,France,Assault rate,2013,4.4
DEU,Germany,Assault rate,2013,4.1
GRC,Greece,Assault rate,2013,3.8
HUN,Hungary,Assault rate,2013,3.8
ISL,Iceland,Assault rate,2013,2.3
IRL,Ireland,Assault rate,2013,3.1
ITA,Italy,Assault rate,2013,4.1
JPN,Japan,Assault rate,2013,1.5
KOR,Korea,Assault rate,2013,2.2
LUX,Luxembourg,Assault rate,2013,3.9
MEX,Mexico,Assault rate,2013,9.9
NLD,Netherlands,Assault rate,2013,3.5
NZL,New Zealand,Assault rate,2013,1.4
NOR,Norway,Assault rate,2013,2.3
POL,Poland,Assault rate,2013,2.6
PRT,Portugal,Assault rate,2013,6.1
SVK,Slovak Republic,Assault rate,2013,2.2
ESP,Spain,Assault rate,2013,4.3
SWE,Sweden,Assault rate,2013,5.5
CHE,Switzerland,Assault rate,2013,2.8
TUR,Turkey,Assault rate,2013,3.7
GBR,United Kingdom,Assault rate,2013,0.8
USA,United States,Assault rate,2013,1.3
OTO,OECD - Total,Assault rate,2013,3.6
BRA,Brazil,Assault rate,2013,8.2
CHL,Chile,Assault rate,2013,8.1
EST,Estonia,Assault rate,2013,5.5
ISR,Israel,Assault rate,2013,6.8
RUS,Russia,Assault rate,2013,2.3
SVN,Slovenia,Assault rate,2013,4.5
AUS,Australia,Homicide rate,2013,1
AUT,Austria,Homicide rate,2013,0.6
BEL,Belgium,Homicide rate,2013,1.7
CAN,Canada,Homicide rate,2013,1.6
CZE,Czech Republic,Homicide rate,2013,1.7
DNK,Denmark,Homicide rate,2013,0.9
FIN,Finland,Homicide rate,2013,2.2
FRA,France,Homicide rate,2013,1.1
DEU,Germany,Homicide rate,2013,0.8
GRC,Greece,Homicide rate,2013,1.5
HUN,Hungary,Homicide rate,2013,1.3
ISL,Iceland,Homicide rate,2013,0.3
IRL,Ireland,Homicide rate,2013,1.2
ITA,Italy,Homicide rate,2013,0.9
JPN,Japan,Homicide rate,2013,0.4
KOR,Korea,Homicide rate,2013,2.6
LUX,Luxembourg,Homicide rate,2013,2.5
MEX,Mexico,Homicide rate,2013,23.7
NLD,Netherlands,Homicide rate,2013,1.1
NZL,New Zealand,Homicide rate,2013,0.9
NOR,Norway,Homicide rate,2013,0.6
POL,Poland,Homicide rate,2013,1.1
PRT,Portugal,Homicide rate,2013,1.2
SVK,Slovak Republic,Homicide rate,2013,1.5
ESP,Spain,Homicide rate,2013,0.8
SWE,Sweden,Homicide rate,2013,1
CHE,Switzerland,Homicide rate,2013,0.7
TUR,Turkey,Homicide rate,2013,3.3
GBR,United Kingdom,Homicide rate,2013,1.2
USA,United States,Homicide rate,2013,4.8
OTO,OECD - Total,Homicide rate,2013,2.2
BRA,Brazil,Homicide rate,2013,21
CHL,Chile,Homicide rate,2013,3.7
EST,Estonia,Homicide rate,2013,5.2
ISR,Israel,Homicide rate,2013,2.1
RUS,Russia,Homicide rate,2013,10.2
SVN,Slovenia,Homicide rate,2013,0.7
AUS,Australia,Homicide rate,2013,1.5
AUT,Austria,Homicide rate,2013,0.8
BEL,Belgium,Homicide rate,2013,2
CAN,Canada,Homicide rate,2013,2.4
CZE,Czech Republic,Homicide rate,2013,2.1
DNK,Denmark,Homicide rate,2013,1.1
FIN,Finland,Homicide rate,2013,3.2
FRA,France,Homicide rate,2013,1.5
DEU,Germany,Homicide rate,2013,0.9
GRC,Greece,Homicide rate,2013,2.6
HUN,Hungary,Homicide rate,2013,1.5
ISL,Iceland,Homicide rate,2013,0
IRL,Ireland,Homicide rate,2013,2
ITA,Italy,Homicide rate,2013,1.4
JPN,Japan,Homicide rate,2013,0.4
KOR,Korea,Homicide rate,2013,2.5
LUX,Luxembourg,Homicide rate,2013,3.4
MEX,Mexico,Homicide rate,2013,44.5
NLD,Netherlands,Homicide rate,2013,1.6
NZL,New Zealand,Homicide rate,2013,1.1
NOR,Norway,Homicide rate,2013,0.7
POL,Poland,Homicide rate,2013,1.7
PRT,Portugal,Homicide rate,2013,1.7
SVK,Slovak Republic,Homicide rate,2013,2.2
ESP,Spain,Homicide rate,2013,1.1
SWE,Sweden,Homicide rate,2013,1.3
CHE,Switzerland,Homicide rate,2013,0.7
TUR,Turkey,Homicide rate,2013,5.1
GBR,United Kingdom,Homicide rate,2013,1.6
USA,United States,Homicide rate,2013,7.5
OTO,OECD - Total,Homicide rate,2013,2.2
BRA,Brazil,Homicide rate,2013,39
CHL,Chile,Homicide rate,2013,6.5
EST,Estonia,Homicide rate,2013,8.9
ISR,Israel,Homicide rate,2013,3.4
RUS,Russia,Homicide rate,2013,16.6
SVN,Slovenia,Homicide rate,2013,0.7
AUS,Australia,Homicide rate,2013,0.6
AUT,Austria,Homicide rate,2013,0.4
BEL,Belgium,Homicide rate,2013,1.3
CAN,Canada,Homicide rate,2013,0.8
CZE,Czech Republic,Homicide rate,2013,1.3
DNK,Denmark,Homicide rate,2013,0.6
FIN,Finland,Homicide rate,2013,1.2
FRA,France,Homicide rate,2013,0.7
DEU,Germany,Homicide rate,2013,0.8
GRC,Greece,Homicide rate,2013,0.5
HUN,Hungary,Homicide rate,2013,1.1
ISL,Iceland,Homicide rate,2013,0
IRL,Ireland,Homicide rate,2013,0.4
ITA,Italy,Homicide rate,2013,0.4
JPN,Japan,Homicide rate,2013,0.4
KOR,Korea,Homicide rate,2013,2.6
LUX,Luxembourg,Homicide rate,2013,1.4
MEX,Mexico,Homicide rate,2013,4.8
NLD,Netherlands,Homicide rate,2013,0.6
NZL,New Zealand,Homicide rate,2013,0.7
NOR,Norway,Homicide rate,2013,0.5
POL,Poland,Homicide rate,2013,0.6
PRT,Portugal,Homicide rate,2013,0.7
SVK,Slovak Republic,Homicide rate,2013,0.9
ESP,Spain,Homicide rate,2013,0.6
SWE,Sweden,Homicide rate,2013,0.7
CHE,Switzerland,Homicide rate,2013,0.6
TUR,Turkey,Homicide rate,2013,1.2
GBR,United Kingdom,Homicide rate,2013,0.8
USA,United States,Homicide rate,2013,2.1
OTO,OECD - Total,Homicide rate,2013,2.2
BRA,Brazil,Homicide rate,2013,3.8
